╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
║╓┐│╢m,дgжa,╖sе═мq1621~1650жa╕╣,74.2,жэ,,,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1795200,24194,,0.0,0,,RPRNMLNLLHMFFCN88CA
║╓┐│╢m,дgжa,╖sе═мq1621~1650жa╕╣,77.29,жэ,,,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1870400,24200,,0.0,0,,RPSNMLNLLHMFFCN98CA
╣№д╞ел,дgжa,д√╕Yдlмqд√╕Yдlдpмq61~90жa╕╣,178.0,дu,,,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6461400,36300,,0.0,0,,RPPNMLSJMHMFFAN88CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елжV╢з╡є151~180╕╣,132.62,жэ,,,1060217,дgжa3л╪кл1иожь0,е■,дн╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030612,302.81,5,3,6,ж│,╡L,17000000,56141,,0.0,0,,RPQNMLSJMHMFFAN98CA
ж∙┤ф╢m,л╪кл,╣№д╞┐дж∙┤ф╢mдд┐│дG╡є31~60╕╣,0.0,,,,1060220,дgжa0л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050311,159.73,4,2,3,ж│,╡L,3220000,20159,,0.0,0,,RPRNMLMLLHMFFBN68CA
иqдЇ╢m,дgжa,┤_┐│мq991~1020жa╕╣,226.05,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060304,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4100000,18138,,0.0,0,,RPQNMLOKMHMFFAN68CA
╣№д╞ел,дgжa,е┴▒┌мq541~570жa╕╣,4.93,ифеL,,,1060214,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,26000,5274,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPQOMLTLLHMFFAN66CA
кс╛┬╢m,дgжa,дTоaмq451~480жa╕╣,3322.12,,дsйYжaлOи|░╧,╣Aкке╬жa,1060308,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,11500000,3462,,0.0,0,,RPPNMLPJMHMFFAN58CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елдн┼vи╜ж█▒jлn╕Ї22л╤1~30╕╣,25.3,жэ,,,1060220,дgжa3л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0700914,62.93,3,2,1,ж│,╡L,2600000,41316,,0.0,0,,RPPNMLMLLHMFFAN38CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елдде┐╕ЇдGмq666л╤1~30╕╣,67.0,жэ,,,1051229,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0690307,123.6,4,2,3,ж│,╡L,7555000,61125,,0.0,0,,RPQOMLOLLHMFFAN78CA
╣№д╞ел,дgжa,╣№д╞мqжшк∙дpмq361~390жa╕╣,47.25,░╙,,,1060216,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2890000,61164,,0.0,0,дG┐╦╡е┐╦─▌пSоэ├ЎлY╢бдзецйЎбC,RPWNMLOLLHMFFAN66CA
╣№д╞ел,дgжa,╣№д╞мqжшк∙дpмq361~390жa╕╣,47.25,░╙,,,1060216,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2890000,61164,,0.0,0,дG┐╦╡е┐╦─▌пSоэ├ЎлY╢бдзецйЎбC,RPQNMLRLLHMFFAN98CA
н√кL┬э,дgжa,ддкFмq121~150жa╕╣,3433.27,,дsйYжaлOи|░╧,╣Aкке╬жa,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2122800,618,,0.0,0,,RPUNMLTKMHMFFDN27CA
н√кL┬э,дgжa,н╗дsмq751~780жa╕╣,49.09,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060225,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1187500,24190,,0.0,0,,RPRNMLSKMHMFFDN86CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢m┬эжwдGл╤31~60╕╣,138.51,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051012,256.22,4,3,3,ж│,╡L,15280000,59636,,0.0,0,,RPSNMLRKMHMFFDN86CA
║╓┐│╢m,дgжa,║╓╖sмq841~870жa╕╣,185.53,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060215,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1683685,9075,,0.0,0,,RPVNMLNLLHMFFCN66CA
║╓┐│╢m,дgжa,дхйўмq1951~1980жa╕╣,1310.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1030313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3424850,2614,,0.0,0,,RPPOMLMKMHMFFCN68CA
│└┤ф┬э,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐д│└┤ф┬эдхд╞╡є1~30╕╣,13.0,жэ,,,1060211,дgжa1л╪кл1иожь1,дG╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820522,91.41999999999999,3,2,2,ж│,ж│,4242000,46401,ифеL,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPOMLNKMHMFFCN78CA
║╓┐│╢m,й╨жa(дgжa+л╪кл),╣№д╞┐д│└┤ф┬э╛юж`л╤1~30╕╣,92.92,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060218,дgжa5л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840802,186.07,4,3,3,ж│,╡L,4500000,24184,,0.0,0,,RPOOMLRJMHMFFCN98CA
дjз°╢m,дgжa,ж┐оLмq211~240жa╕╣,57.65,,╢mз°░╧,дЇзQе╬жa,1060223,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1362846,23640,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPTNMLSLLHMFFDN07CA
н√кL┬э,дgжa,╖sе═мq1051~1080жa╕╣,77.28,░╙,,,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5844300,75625,,0.0,0,,RPXNMLMLLHMFFDN86CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLел╖╛иmдG╡є1~30╕╣,141.26,жэ,,,1060301,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAе|╝hбAл╬│╗мЁеXкл,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040520,262.31,5,3,6,ж│,╡L,17680000,67401,,0.0,0,,RPOOMLMLLHMFFDN68CA
дjз°╢m,дgжa,║╓┐│мq1171~1200жa╕╣,196.77,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2351040,11948,,0.0,0,иCйW╖sеx╣Ї39500д╕,RPROMLLLLHMFFDN88CA
╖╦┤Є┬э,дgжa,│╗╔▄мq481~510жa╕╣,102.93,╣A,,,1051214,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,452892,4400,,0.0,0,,RPPNMLPKMHMFFHN86DA
оH╞Q╢m,дgжa,е├┐│мq631~660жa╕╣,1375.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060206,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,2182,,0.0,0,,RPWNMLSLLHMFFHN77CA
оHд▀╢m,дgжa,╖s┐│мq571~600жa╕╣,834.0,╣A,,,1060224,дgжa10л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,37080000,44460,,0.0,0,,RPSNMLMLLHMFFHN76CA
дGкL┬э,дgжa,дjе├мq271~300жa╕╣,3921.28,,пSйw╣A╖~░╧,╣Aкке╬жa,1060224,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4940800,1260,,0.0,0,,RPPNMLOLLHMFFGN56CA
дjл░╢m,дgжa,кFл░мq841~870жa╕╣,129.56,жэ,,,1060213,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1329014,10258,,0.0,0,,RPQNMLLLLHMFFGN98CA
дjл░╢m,дgжa,кFл░мq841~870жa╕╣,129.57,жэ,,,1060213,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1323446,10214,,0.0,0,,RPRNMLLLLHMFFGN09CA
е╨з└╢m,дgжa,┤┐нэ▒[мq151~180жa╕╣,1567.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,11500000,7339,,0.0,0,,RPPNMLTJMHMFFFN86CA
е_дц┬э,дgжa,дд╡╪мq751~780жa╕╣,44.46,░╙,,,1060301,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1940100,43637,,0.0,0,,RPQNMLMLLHMFFFN98CA
е_дц┬э,дgжa,дд╡╪мq781~810жa╕╣,111.0,░╙,,,1060306,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6043950,54450,,0.0,0,,RPRNMLMLLHMFFFN09CA
╖╦ж{╢m,й╨жa(дgжa+л╪кл),╣№д╞┐д╖╦ж{╢mжшжw╕Ї48л╤1~30╕╣,113.0,жэ,,,1060306,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0781209,122.57,0,0,0,╡L,╡L,2680000,21865,,0.0,0,,RPTNMLMLLHMFFFN66CA
░ё└Y╢m,дgжa,оHкFмq31~60жa╕╣,243.0,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1800000,7407,,0.0,0,,RPSNMLNLLHMFFFN66CA
╖╦ж{╢m,дgжa,╖s┐│мq1441~1470жa╕╣,1236.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1800000,1456,,0.0,0,дTдCднп▓м∙й╙п▓дH┴╩╢Rй╙п▓дgжaбC,RPTNMLOLLHMFFFN86CA
е╨з└╢m,й╨жa(дgжa+л╪кл),╣№д╞┐де╨з└╢mе·┤_╕Їд@мq377л╤1~30╕╣,101.14,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060301,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0781227,144.0,4,3,3,ж│,╡L,2500000,17361,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLOLLHMFFFN76CA
░ё└Y╢m,дgжa,е·╡╪мq31~60жa╕╣,2526.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060222,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3900000,1544,,0.0,0,,RPQNMLNLLHMFFFN09CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬эдддs╕Їд@мq211~240╕╣,85.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060221,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0690201,179.57,4,3,3,ж│,╡L,2300000,12808,,0.0,0,,RPSNMLMLLHMFFFN56CA
е╨дд┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де╨дд┬эдддs╡є181~210╕╣,1228.0,жэ,,,1060217,дgжa3л╪кл1иожь0,д@╝h,д@╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0840111,397.5,6,0,2,ж│,╡L,44576400,112142,,0.0,0,1.жaдWкл╢╖йю░г2.е╗л╪╝╨к║лм║Aм░ео╕X╢щ,RPPNMLLLMHMFFEN78CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬эдд╝dдG╕Ї302л╤1~30╕╣,147.79,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060203,дgжa4л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041228,210.36,5,2,4,ж│,╡L,7980000,37935,,0.0,0,,RPPNMLLMLHMFFFN88CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬эдд╝dдG╕Ї302л╤1~30╕╣,157.34,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060206,дgжa5л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэжv,┐√╡м▓V╛одg│y,1041228,205.49,5,2,4,ж│,╡L,7800000,37958,,0.0,0,,RPQNMLLMLHMFFFN98CA
╖╦ж{╢m,й╨жa(дgжa+л╪кл),╣№д╞┐д╖╦ж{╢m╡nдs╕ЇдTмq91~120╕╣,1121.8,,пSйw╣A╖~░╧,╣Aкке╬жa,1060222,дgжa1л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,╣Aк┘,игифеL╡n░Oи╞╢╡,0881220,294.03,5,2,2,ж│,╡L,3000000,,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLTLLHMFFFN96CA
░ё└Y╢m,дgжa,╜_н╗мq481~510жa╕╣,330.64,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060221,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,9073,,0.0,0,,RPWNMLOLLHMFFFN17CA
дjл░╢m,дgжa,дTкLмq601~630жa╕╣,2946.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3641256,1236,,0.0,0,,RPQNMLOLLHMFFGN66CA
ж╦╢э╢m,дgжa,е├░Ємq361~390жa╕╣,1100.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,1364,,0.0,0,и№╢┼┼v╢┼░╚╝v┼Tй╬╢┼░╚йш└vдзецйЎбC,RPQNMLNLLHMFFGN56CA
дGкL┬э,дgжa,╕U┐│мqмhдl╖╛дpмq871~900жa╕╣,1180.0,,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2100000,1780,,0.0,0,,RPTNMLNLLHMFFGN86CA
оH╞Q╢m,дgжa,е·й·мq361~390жa╕╣,1700.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060314,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5763000,3390,,0.0,0,,RPVNMLNLLHMFFHN17CA
оH╞Q╢m,дgжa,е·й·мq361~390жa╕╣,1420.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060314,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4813800,3390,,0.0,0,,RPWNMLNLLHMFFHN27CA
╖╦┤Є┬э,дgжa,дj╖╦мq811~840жa╕╣,151.0,жэ,,,1060216,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2700000,17881,,0.0,0,,RPPNMLOLLHMFFHN66CA
╖╦┤Є┬э,дgжa,дj╖╦мq811~840жa╕╣,151.0,ифеL,,,1060216,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2700000,17881,,0.0,0,,RPQNMLOLLHMFFHN76CA
е╨з└╢m,дgжa,е╨▒[мq91~120жa╕╣,136.3,жэ,,,1060302,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2040000,14967,,0.0,0,,RPPNMLSLLHMFFFN96DA
оH╞Q╢m,дgжa,лn┐│мq991~1020жa╕╣,2489.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060114,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9560000,3841,,0.0,0,,RPUNMLRLLHMFFHN67EA
оHд▀╢m,дgжa,е╦╜`ддмq631~660жa╕╣,207.87,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060310,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,7216,,0.0,0,,RPQNMLNLLHMFFHN76DA
йMм№┬э,дgжa,дj╢омq121~150жa╕╣,497.5,,пSйw╣A╖~░╧,╣Aкке╬жa,1060314,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1860000,3739,,0.0,0,дgжa╝Wн╚╡|е╤╢Rдш├║п╟,RPSNMLRLLHMFFBN76DA
кт╢щ╢m,дgжa,ж`сYмq691~720жa╕╣,1429.69,,пSйw╣A╖~░╧,╣Aкке╬жa,1060220,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4300000,3008,,0.0,0,,RPTNMLKKMHMFFAN68DA
н√кL┬э,дgжa,йMенмq721~750жa╕╣,23.32,░╙,,,1060213,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1850000,79331,,0.0,0,,RPRNMLSLLHMFFDN96DA
оH╞Q╢m,дgжa,е├┐│мq391~420жa╕╣,264.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1996500,7563,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLQJMHMFFHN96CA
оH╞Q╢m,дgжa,е├┐│мq391~420жa╕╣,179.66,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1358693,7563,,0.0,0,,RPSNMLQJMHMFFHN07CA
оHд▀╢m,дgжa,д╙енжшмq331~360жa╕╣,1388.85,,пSйw╣A╖~░╧,╣Aкке╬жa,1060303,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,2880,,0.0,0,,RPPNMLTJMHMFFHN07CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елдде┐╕Їд@мq373л╤1~30╕╣,16.65,жэ,,,1060224,дgжa1л╪кл1иожь0,д╗╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0780421,130.13,3,1,2,ж│,ж│,4200000,32275,,0.0,0,,RPQNMLSLLHMFFAN56DA
е├╣t╢m,дgжa,е├йўмq601~630жa╕╣,99.3,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,450000,4532,,0.0,0,дgжa╝Wн╚╡|е╤╢Rдшнt╛с,RPQOMLMLLHMFFDN88CA
е├╣t╢m,дgжa,е├жwмq61~90жa╕╣,128.46,жэ,,,1060224,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5300000,41258,,0.0,0,,RPTNMLNLLHMFFDN56CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢m║╓┐│дGл╤51з╦1~30╕╣,72.02,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060215,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0700422,90.76,2,2,2,ж│,╡L,2700000,29749,,0.0,0,,RPPNMLTLLHMFFDN76CA
н√кL┬э,дgжa,дjоpмq541~570жa╕╣,3672.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1060301,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3600000,980,,0.0,0,,RPPNMLRLLHMFFDN56CA
║╓┐│╢m,й╨жa(дgжa+л╪кл),╣№д╞┐д║╓┐│╢m┤_┐│╕Ї31~60╕╣,1600.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060221,дgжa2л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,╣Aк┘,игифеL╡n░Oи╞╢╡,1020801,28.0,0,0,0,╡L,╡L,9000000,,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбCлц╢Rлц╜цбC,RPQNMLSJMHMFFCN56CA
│└┤ф┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д│└┤ф┬э┤_┐│╕Ї571~600╕╣,98.39,жэ,,,1060210,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0690418,193.2,6,0,2,ж│,╡L,10000000,51760,,0.0,0,│╞╡∙бG1.╝Wн╚╡|кў├B205013д╕е┐е╤й╙╢RдHнt╛сбC2.е╝┐ьлOжs╡n░Oд@и╓▓╛┬рбC,RPWNMLNLLHMFFCN76CA
║╓┐│╢m,дgжa,║╓─_мq211~240жa╕╣,147.36,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060218,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,758000,5144,,0.0,0,,RPWNMLOLLHMFFCN86CA
│└┤ф┬э,дgжa,│внэмq631~660жa╕╣,65.6,дu,,,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1800000,27439,,0.0,0,,RPRNMLLMLHMFFCN78CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLел▓ўе·╕Ї271~300╕╣,84.94,жэ,,,1060302,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0701228,222.08,5,2,4,ж│,╡L,12000000,54035,,0.0,0,,RPPOMLMKMHMFFDN78CA
дjз°╢m,дgжa,╖╜╕tмq931~960жa╕╣,1059.25,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8420000,7949,,0.0,0,,RPPNMLTJMHMFFDN66CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLеллnенжш╡є181~210╕╣,9.03,жэ,,,1060304,дgжa3л╪кл1иожь0,дн╝h,д╗╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0820318,39.52,1,1,1,ж│,╡L,1130000,28593,,0.0,0,,RPSNMLLMLHMFFDN98CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢mдs╕}╕Ї61~90╕╣,107.2,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060312,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0831012,187.19,5,2,3,ж│,╡L,4800000,25642,,0.0,0,,RPQOMLQJMHMFFDN56CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLелй·н█дG╡є31~60╕╣,191.82,жэ,,,1060302,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041230,372.28,5,3,6,ж│,╡L,23000000,61781,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTNMLLLMHMFFDN09CA
к└└Y╢m,дgжa,╖s░ё▓Mмq1~30жa╕╣,59.45,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,320000,5383,,0.0,0,,RPQNMLNLLHMFFEN98CA
к└└Y╢m,дgжa,дп╢омq601~630жa╕╣,25.42,жэ,,,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,500000,19670,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPRNMLRLLHMFFEN86CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елжw╖╦жш╕Ї121~150╕╣,92.47,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820414,147.39,4,1,3,ж│,╡L,7300000,49528,,0.0,0,,RPSNMLRLLHMFFAN56CA
кс╛┬╢m,дgжa,╖sкў╝[мq781~810жa╕╣,3415.73,,пSйw╣A╖~░╧,╣Aкке╬жa,1060303,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15000000,4391,,0.0,0,,RPPOMLSLLHMFFAN09CA
╣№д╞ел,дgжa,е┴е═мq991~1020жa╕╣,56.0,░╙,,,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12535600,223850,,0.0,0,,RPSNMLSLLHMFFAN66CA
╣№д╞ел,дgжa,е┴е═мq991~1020жa╕╣,40.67,░╙,,,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8465000,208139,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPTNMLSLLHMFFAN76CA
