╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел┤_┐│лn╕Їд@мq231л╤1~30╕╣,23.77,,д@пы╣A╖~░╧,пSйwе╪к║и╞╖~е╬жa,1060301,дgжa2л╪кл1иожь0,д@╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0731013,61.17,3,1,1,ж│,╡L,449130,7342,,0.0,0,дG┐╦╡е╢б╢R╜ц,RPWNMLNLLHMFFAT17CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mк└дW╕Ї181~210╕╣,133.65,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060301,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1051212,174.06,4,2,3,ж│,╡L,6300000,36194,,0.0,0,,RPVPMLMLLHMFFAT17CA
к°кv╢m,дgжa,╢i┐│мq841~870жa╕╣,30.55,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060306,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,161000,5270,,0.0,0,,RPTOMLMLLHMFFAT86CA
к°кv╢m,дgжa,╢i┐│мq841~870жa╕╣,50.61,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,267000,5276,,0.0,0,,RPUOMLMLLHMFFAT96CA
к°кv╢m,дgжa,е├┐│мq721~750жa╕╣,394.05,╣A,,,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4510000,11445,,0.0,0,,RPRNMLMLLHMFFAT56CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFелкZ╢╢╡є31~60╕╣,21.2,жэ,,,1060223,дgжa1л╪кл1иожь1,дC╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0801211,119.07,3,2,2,ж│,ж│,3200000,26875,йY╣Dенн▒,0.0,0,,RPWNMLMLLHMFFAT07CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mе┴╡╜╕Ї31~60╕╣,103.0,жэ,,,1060222,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0760214,111.78,2,2,2,ж│,╡L,4000000,35785,,0.0,0,,RPTOMLRJMHMFFCT47CA
╝щж{┬э,дgжa,▒[╝щмq151~180жa╕╣,290.21,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060302,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,870000,2998,,0.0,0,,RPPOMLQJMHMFFCT96CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mдд╡╪дT╡є31~60╕╣,113.53,жэ,,,1060222,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,иги╧е╬░ї╖╙,┐√╡м▓V╛одg│y,0991230,201.17,4,2,3,ж│,╡L,7500000,37282,,0.0,0,,RPRNMLRJMHMFFCT17CA
░к╛Ё╢m,дgжa,лn┐│мq121~150жa╕╣,158.0,╣A,,,1060314,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,102700,650,,0.0,0,,RPPNMLMLLHMFFBT09CA
и╜┤ф╢m,дgжa,кZмемq961~990жa╕╣,3225.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3300000,1023,,0.0,0,,RPRNMLNLLHMFFBT76CA
д║оH╢m,дgжa,дWкF╢╒мq301~330жa╕╣,2658.89,,пSйw╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4300000,1617,,0.0,0,йш╢Oжa╝╨░т,RPSNMLMLLHMFFCT86CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эл╠кF┐д╝щж{┬эе·й·╕Ї141л╤1~30╕╣,99.54,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa3л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830105,191.65,4,2,2,ж│,╡L,3650000,19045,,0.0,0,,RPSNMLNLLHMFFCT96CA
д║оH╢m,дgжa,╖sоHмq2131~2160жa╕╣,170.96,жэ,,,1060210,дgжa7л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,600000,3510,,0.0,0,,RPTNMLNLLHMFFCT07CA
и╜┤ф╢m,дgжa,─jдOи{мq1~30жa╕╣,5330.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060223,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7967750,1495,,0.0,0,,RPRNMLRLLHMFFBT17CA
fa72оH╢m,дgжa,о╢е_мq181~210жa╕╣,4494.53,,д@пы╣A╖~░╧,╣Aкке╬жa,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4600000,1023,,0.0,0,,RPSNMLTLLHMFFBT47CA
и╜┤ф╢m,й╨жa(дgжa+л╪кл),л╠кF┐ди╜┤ф╢mе·й·л╤1~30╕╣,94.0,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060306,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820408,168.84,4,2,3,ж│,╡L,1580000,9358,,0.0,0,,RPUNMLNKMHMFFBT07CA
д║оH╢m,дgжa,╖sоHмq1621~1650жa╕╣,2925.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060217,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10550000,3607,,0.0,0,,RPVNMLNLLHMFFCT27CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mйўз╗╕Ї61~90╕╣,201.2,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060220,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0900516,217.4,5,3,4,ж│,╡L,1194888,5496,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUNMLMLLHMFFCT07CA
и╜┤ф╢m,дgжa,кZмемq1081~1110жa╕╣,2300.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3090000,1343,,0.0,0,,RPSNMLNLLHMFFBT86CA
╝щж{┬э,й╨жa(дgжa+л╪кл)+иожь,л╠кF┐д╝щж{┬экCж{╡є151~180╕╣,21.21,жэ,,,1060309,дgжa1л╪кл1иожь1,д@╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850606,116.19999999999999,2,1,1,ж│,╡L,2060000,17728,йY╣Dенн▒,0.0,0,,RPQNMLQJMHMFFCT96CA
╕U┼r╢m,дgжa,╝w│╙мq31~60жa╕╣,474.02,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060215,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1750000,3692,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPXNMLLMLHMFFCT37CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эе├╡╪╡є1~30╕╣,94.12,жэ,,,1060301,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,1041116,186.17,4,2,5,ж│,╡L,8180000,43938,,0.0,0,зtе╝╡n░Oл╪клбC,RPWOMLLMLHMFFCT37CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э║╓мP╕Ї331~360╕╣,17.36,жэ,,,1060307,дgжa1л╪кл1иожь0,дK╝hбA╣q▒ш╝╙▒ш╢б,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831109,116.48,3,2,2,ж│,╡L,1950000,16741,,0.0,0,,RPQNMLOLLHMFFCT86CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mлn╣ч╕Ї59л╤1~30╕╣,199.85,жэ,,,1060306,дgжa4л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,1050516,230.48,5,2,5,ж│,╡L,12000000,52065,,0.0,0,,RPPNMLPLLHMFFCT86CA
к°кv╢m,й╨жa(дgжa+л╪кл),л╠кF┐дк°кv╢m╖sе═╡є91~120╕╣,105.83,жэ,,,1060308,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1051219,220.03,5,2,3,ж│,╡L,8700000,39540,,0.0,0,,RPPQMLMLLHMFFAT66CA
л╠кF╔],дgжa,╖sо№┬╫мq151~180жa╕╣,1690.79,,д@пы╣A╖~░╧,╣Aкке╬жa,1060302,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5150000,3046,,0.0,0,й╨л╬е╝лOжsд@╡з,RPXNMLNLLHMFFAT27CA
┼яме╢m,дgжa,┼ялHмq571~600жa╕╣,853.13,╣A,,,1060308,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5500000,6447,,0.0,0,,RPRQMLMLLHMFFAT86CA
╕Uдж╢m,дgжa,▒[│╗мq2191~2220жa╕╣,266.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2695400,10133,,0.0,0,,RPSPMLNLLHMFFAT96CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел╖че·и╜е┴┐│╕Ї1~30╕╣,15.34,жэ,,,1060307,дgжa1л╪кл1иожь0,дC╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830622,95.66,2,2,1,ж│,ж│,2500000,26134,,0.0,0,,RPVPMLNLLHMFFAT27CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mдд┐│╕Їд@мq181~210╕╣,94.67,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060221,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0710826,116.0,4,2,2,ж│,╡L,3620000,31207,,0.0,0,,RPWPMLNLLHMFFAT37CA
к°кv╢m,й╨жa(дgжa+л╪кл),л╠кF┐дк°кv╢m╖s┐│╕Ї86л╤1~30╕╣,127.38,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060123,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0831123,135.42,4,2,2,ж│,╡L,3300000,24369,,0.0,0,,RPQOMLKMLHMFFAT09CA
кD╝d╢m,й╨жa(дgжa+л╪кл),л╠кF┐дкD╝d╢mдддs╕ЇдGмq249л╤1~30╕╣,39.64,жэ,,,1060306,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0680927,66.7,3,2,2,ж│,╡L,450000,6747,,0.0,0,,RPPNMLRLLHMFFFT37CA
кL├ф╢m,й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дкL├ф╢mдпйM╕Ї121~150╕╣,13.99,жэ,,,1060215,дgжa1л╪кл1иожь1,дQд╗╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэжv,┐√╡м▓V╛одg│y,0840808,98.93,3,2,2,ж│,ж│,1930000,19509,д╔н░╛ў▒ё,0.0,0,,RPSNMLOKMHMFFDT17CA
║бж{╢m,дgжa,ксо№мq481~510жa╕╣,39.29,жэ,,,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,356000,9061,,0.0,0,,RPVNMLSKMHMFFET97CA
оr│╗╢m,й╨жa(дgжa+л╪кл),л╠кF┐доr│╗╢mк└е╓╕Ї1~30╕╣,350.8,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060220,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,е[▒j┐j│y,0890914,139.55,4,2,2,ж│,╡L,2850000,20423,,0.0,0,,RPQNMLRLLHMFFDT27CA
п[▓y╢m,л╪кл,л╠кF┐дп[▓y╢mдTе┴╕Ї241~270╕╣,0.0,,,,1060306,дgжa0л╪кл1иожь0,е■,,│zд╤нэ,,,,148.03,4,2,3,ж│,╡L,2000000,13511,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUNMLRLLHMFFDT67CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э┐│кF╕Ї31~60╕╣,246.65,жэ,,,1060214,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg║c│y,1030701,214.98,4,2,5,ж│,╡L,10750000,50005,,0.0,0,,RPWNMLNLLHMFFDT47CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эй·╕q╕Ї1~30╕╣,19.58,жэ,,,1060309,дgжa1л╪кл1иожь0,дK╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860530,127.78,4,1,3,ж│,ж│,2850000,22304,,0.0,0,,RPWOMLNKMHMFFCT47CA
╝щж{┬э,дgжa,дTж@мq691~720жa╕╣,37.99,жэ,,,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,689400,18147,,0.0,0,,RPPNMLLKMHMFFCT09CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эжN▓╗╕Ї1~30╕╣,136.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060217,дgжa3л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0811206,127.96,3,2,2,ж│,╡L,1280000,10003,,0.0,0,,RPQNMLLKMHMFFCT56CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эдд┐│╕Ї103л╤1~30╕╣,122.97,жэ,,,1060206,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0720303,117.7,4,2,2,ж│,╡L,4750000,40357,,0.0,0,,RPUNMLTKMHMFFCT77CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эдT╝w╕Ї1~30╕╣,10.35,жэ,,,1060304,дgжa1л╪кл1иожь0,д╗╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830120,70.78,2,1,2,ж│,╡L,1800000,25431,,0.0,0,,RPPOMLTKMHMFFCT37CA
иол░╢m,й╨жa(дgжa+л╪кл),л╠кF┐диол░╢mлOдO╕Ї1~30╕╣,32.82,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060315,дgжa1л╪кл1иожь0,д@╝h,е|╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0840710,84.91,1,1,1,ж│,ж│,2000000,23554,,0.0,0,,RPQNMLNLLHMFFET07DA
оїкZ╢m,дgжa,оїкZмq931~960жa╕╣,12840.0,,дsйYжaлOи|░╧,кL╖~е╬жa,1060220,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,963000,75,,0.0,0,зtжaдWкл┬°╛Ё,RPPNMLNLLHMFFCT76DA
и╜┤ф╢m,дgжa,─jдOи{мq721~750жa╕╣,3275.5,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3150000,962,,0.0,0,,RPSNMLOLLHMFFBT07DA
лэмK┬э,дgжa,├Z╞q╗ємq1801~1830жa╕╣,500.0,,░ъоaд╜╢щ░╧,,1060221,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000,8,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPPNMLPJMHMFFET07DA
д║оH╢m,дgжa,╣i╝dмq481~510жa╕╣,366.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060114,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1550000,4235,,0.0,0,,RPXNMLMKMHMFFCT37CA
д║оH╢m,дgжa,╣i╝dмq481~510жa╕╣,366.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060114,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1550000,4235,,0.0,0,,RPOOMLMKMHMFFCT56CA
д║оH╢m,дgжa,┐│╕qмq571~600жa╕╣,224.91,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060215,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1700000,7559,,0.0,0,,RPPOMLMKMHMFFCT66CA
д║оH╢m,дgжa,дWкF╢╒мq331~360жa╕╣,2649.66,,пSйw╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7419800,2800,,0.0,0,,RPWNMLSKMHMFFCT87CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э▓ю└Y╕Ї1~30╕╣,54.71,жэ,,,1060310,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830625,150.79000000000002,3,2,2,ж│,ж│,2600000,17243,,0.0,0,,RPPNMLPLLHMFFDT96CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬эдде┐╕Їд@мq339л╤1~30╕╣,87.05,жэ,,,1060310,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0640619,90.0,3,2,2,ж│,╡L,2800000,31111,,0.0,0,,RPPNMLRLLHMFFDT17CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э╖s░Є╡є22л╤1~30╕╣,117.0,жэ,,,1060314,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0660322,225.8,0,0,0,╡L,╡L,5500000,24358,,0.0,0,,RPQNMLKMLHMFFDT66CA
кL├ф╢m,й╨жa(дgжa+л╪кл),л╠кF┐дкL├ф╢mйMен╕Ї31~60╕╣,72.41,жэ,,,1060305,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,,┐√╡м▓V╛одg│y,0700713,144.2,4,2,3,ж│,╡L,2600000,18031,,0.0,0,,RPRNMLRLLHMFFDT37CA
╖s╢щ╢m,дgжa,┤фжшмq121~150жa╕╣,128.5,,,,1060210,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,358515,2790,,0.0,0,,RPXNMLKMLHMFFDT37CA
п[▓y╢m,дgжa,е╒иFмq31~60жa╕╣,26.92,жэ,,,1060222,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,691844,25700,,0.0,0,,RPROMLKMLHMFFDT86CA
п[▓y╢m,дgжa,кс═zмq571~600жa╕╣,217.22,жэ,,,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,878450,4044,,0.0,0,,RPXNMLQJMHMFFDT77CA
п[▓y╢m,дgжa,кс═zмq601~630жa╕╣,105.14,жэ,,,1060313,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,425150,4044,,0.0,0,,RPOOMLQJMHMFFDT96CA
иол░╢m,дgжa,е╨ддмq211~240жa╕╣,82.2,жэ,,,1060124,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,800000,9732,,0.0,0,,RPPNMLTKMHMFFET47CA
иdдж╢m,дgжa,кF╖╜мq481~510жa╕╣,498.33,,д@пы╣A╖~░╧,╣Aкке╬жa,1060206,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,50000,100,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLSKMHMFFET37CA
оr│╗╢m,дgжa,│╗йMмq151~180жa╕╣,4607.76,,д@пы╣A╖~░╧,╣Aкке╬жa,1060213,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5860000,1272,,0.0,0,,RPQNMLLKMHMFFDT66CA
иdдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐длэмK┬эиdдж╕Ї181~210╕╣,1200.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1060215,дgжa2л╪кл1иожь0,д@╝hбAдG╝h,дG╝h,ифеL,░ъе┴жэжv,е[▒j┐j│y,0790919,240.98,3,2,1,ж│,╡L,100000,415,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLLLMHMFFET17CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mк└дW╕Ї181~210╕╣,135.22,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060316,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1051212,173.06,4,2,3,ж│,╡L,6600000,38137,,0.0,0,,RPXPMLNLLHMFFAT47CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFел╝sкFлn╕Ї91~120╕╣,50.15,жэ,,,1060223,дgжa1л╪кл1иожь1,д@╝hбAдG╝hбA├M╝╙,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0881122,310.68,3,2,2,ж│,ж│,11880000,38239,йY╣Dенн▒,34.0,0,,RPOOMLRLLHMFFAT86CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелй╛з╡╕Ї151~180╕╣,87.0,жэ,,,1060307,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0681215,233.68,3,2,4,ж│,╡L,3500000,14978,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPOMLRLLHMFFAT96CA
дEжp╢m,й╨жa(дgжa+л╪кл),л╠кF┐ддEжp╢mдT└Ї╕Ї124л╤1~30╕╣,84.33,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060218,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840314,148.94,4,2,3,ж│,╡L,2800000,18800,,0.0,0,,RPVNMLOLLHMFFAT17CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелдд╡╪╕Ї271~300╕╣,55.0,жэ,,,1060321,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0640419,98.6,3,2,2,ж│,╡L,2550000,25862,,0.0,0,,RPPQMLNLLHMFFAT76CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелкZжw╡є31~60╕╣,90.0,жэ,,,1060321,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1050718,193.2,5,2,4,ж│,╡L,10800000,55901,,0.0,0,,RPSQMLNLLHMFFAT07CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелеjкQжшл╤631~660╕╣,69.0,жэ,,,1060202,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0910116,205.04,4,2,3,ж│,╡L,5800000,28287,,0.0,0,,RPUQMLNLLHMFFAT27CA
к°кv╢m,й╨жa(дgжa+л╪кл),л╠кF┐дк°кv╢m┤_┐│╕Ї346л╤1~30╕╣,136.33,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060124,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840322,178.44,4,1,2,ж│,╡L,4300000,24098,,0.0,0,,RPPNMLOLLHMFFAT56CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mмu┐│╕Ї451~480╕╣,77.4,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060312,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0830629,197.1,6,1,4,ж│,╡L,3200000,16235,,0.0,0,,RPRNMLOLLHMFFAT76CA
л╠кF╔],дgжa,╖s┬kи╙мq1021~1050жa╕╣,53.97,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060313,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,750000,13897,,0.0,0,,RPSNMLOLLHMFFAT86CA
дEжp╢m,й╨жa(дgжa+л╪кл),л╠кF┐ддEжp╢mе╔дЇ╕Ї61~90╕╣,1799.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060225,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAл╬│╗мЁеXкл,дG╝h,╣Aк┘,╣Aк┘,е[▒j┐j│y,0810915,220.51,3,2,2,ж│,╡L,11500000,,,0.0,0,,RPWOMLRLLHMFFAT67CA
