¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªF¥Û¶m,¤g¦a,®ß¤l±[¬qªF±[¤p¬q751~780¦a¸¹,1286.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060315,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,707300,550,,0.0,0,,RPRNMLQLLHMFFBQ76CA
¸q¦Ë¶m,¤g¦a,¸q¦Ë¬q211~240¦a¸¹,492.33,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060315,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,242000,492,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLSLLHMFFBQ76CA
¥¬³UÂí,¤g¦a,µæçEúS¬q·s¦N¤p¬q61~90¦a¸¹,3626.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060309,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2356900,650,,0.0,0,Âù¤è¦³¯²¸î¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLKMLHMFFBQ56CA
¥¬³UÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥¬³UÂí·s¥_µó31~60¸¹,99.45,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0790212,131.85,4,2,2,¦³,µL,1700000,12893,,0.0,0,,RPRNMLTLLHMFFBQ07CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¦N²»¤Tµó31~60¸¹,86.15,¦í,,,1060112,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960910,277.35,6,3,4,¦³,µL,8000000,28844,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLSKMHMFFBQ07CA
ªF¥Û¶m,¤g¦a,¤UçrªQ¬qçrªQ¤p¬q271~300¦a¸¹,4124.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3900000,946,,0.0,0,,RPUNMLTKMHMFFBQ37CA
¤»¸}¶m,¤g¦a,¦Ë¤l¸}¬q¦Ë¹Å¤p¬q2041~2070¦a¸¹,4429.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4871900,1100,,0.0,0,,RPSNMLOKMHMFFBQ66CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«¤T¦X¸ô413«Ñ1~30¸¹,226.0,¦í,,,1060110,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051111,305.68,5,3,5,¦³,µL,11000000,35985,,0.0,0,,RPWNMLRJMHMFFDQ57DA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«¤T¦X¸ô391~420¸¹,123.0,¦í,,,1060224,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051111,225.91,4,3,4,¦³,µL,6900000,30543,,0.0,0,,RPQOMLRJMHMFFDQ07DA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m·Ë©³¼d1~30¸¹,106.63,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060302,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820901,145.62,4,2,3,¦³,µL,4850000,33306,,0.0,0,,RPXNMLRLLHMFFCQ67DA
¤»¸}¶m,¤g¦a,¤j¶î®v¬q¶î®v¤p¬q301~330¦a¸¹,1366.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060315,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,732,,0.0,0,,RPQNMLOLLHMFFBQ56DA
µf¸ô¶m,¤g¦a,µf¸ô¬q391~420¦a¸¹,2305.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060208,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2090000,907,,0.0,0,,RPTNMLSLLHMFFEQ67EA
±ö¤s¶m,¤g¦a,¥Í¤ò¾ð¬q631~660¦a¸¹,756.5,,´ËªL°Ï,¹Aªª¥Î¦a,1060313,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,660000,872,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVNMLSLLHMFFEQ87EA
µf¸ô¶m,¤g¦a,¤j´ò¬q91~120¦a¸¹,4773.0,,´ËªL°Ï,¹Aªª¥Î¦a,1060220,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4600000,964,,0.0,0,¤g¦a¤W§t¥¼«O¦s«Øª«¤@´É¡C,RPQNMLOLLHMFFEQ96EA
¥Á¶¯¶m,¤g¦a,¥Á¤u¬q121~150¦a¸¹,115.5,¦í,,,1060310,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2620406,22687,,0.0,0,,RPTNMLSLLHMFFCQ47EA
¥Á¶¯¶m,¤g¦a,¤û¤æ¤s¬q841~870¦a¸¹,2102.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060222,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3400000,1618,,0.0,0,,RPOOMLSLLHMFFCQ07EA
¤»¸}¶m,¤g¦a,¤»¿³¬q1141~1170¦a¸¹,1957.19,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060314,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,307,,0.0,0,,RPPNMLTLLHMFFBQ96DA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«³Â¼d¨½¤¤¤s¸ô¤G¬q31~60¸¹,147.85,¦í,,,1060216,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971113,190.21,4,3,4,¦³,µL,7000000,36801,,0.0,0,,RPOPMLNKMHMFFDQ56CA
µf¸ô¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤µf¸ô¶m¦¿¦è§ø¥­1~30¸¹,5.92,¨ä¥L,,,1060310,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820401,48.11,2,1,1,¦³,¦³,730000,15174,,0.0,0,,RPTNMLKMLHMFFEQ76CA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m´I¦¬§ø¿³¤Æ?1~30¸¹,167.99,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060316,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0570601,68.6,3,2,2,¦³,µL,1070000,15598,,0.0,0,,RPWNMLKLMHMFFDQ96CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«¹L·¾¨½¥_´ä¸ô¤G¬q429«Ñ180§Ë1~30¸¹,100.6,¦í,,,1060222,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020909,175.11,4,2,2,¦³,µL,5300000,30267,,0.0,0,,RPRNMLSJMHMFFDQ07CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤º·Ë§ø¤º·Ë¬w1~30¸¹,82.9,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060210,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811126,173.58,4,2,3,¦³,µL,4600000,26501,,0.0,0,,RPWNMLSKMHMFFDQ67CA
¤»¸}¶m,¤g¦a,±[¤l¬q±[¶§¤p¬q361~390¦a¸¹,2892.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060110,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2400360,830,,0.0,0,,RPPNMLOKMHMFFBQ09DA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«¥_´ä¸ô¤G¬q429«Ñ200§Ë1~30¸¹,104.94,¦í,,,1060310,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041016,167.25,4,2,3,¦³,µL,5700000,34081,,0.0,0,,RPPNMLRLLHMFFDQ96DA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«?µæ®H36¤§6«Ñ31~60¸¹,64.0,¦í,,,1060314,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0691111,64.0,2,2,2,¦³,µL,1500000,23438,,0.0,0,,RPRNMLLMLHMFFBQ98CA
¦µ¤l¥«,¤g¦a,®r«e¬q®r«e¤p¬q811~840¦a¸¹,2405.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060306,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1984125,825,,0.0,0,,RPQNMLSLLHMFFBQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¿³«n§ø10¾F¤U¬v¥J61~90¸¹,75.47,¦í,,,1060211,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700320,118.31,2,1,2,¦³,µL,2200000,18595,,0.0,0,,RPVNMLRLLHMFFCQ37CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mºÖ¼Ö§ø°ñ¨¤61~90¸¹,79.18,¦í,,,1060206,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051227,173.16,3,2,3,¦³,µL,6180000,35690,,0.0,0,,RPOOMLRLLHMFFCQ76CA
¤jªLÂí,¤g¦a,·s¤j®H¬ü¬q3121~3150¦a¸¹,2607.84,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2620000,1005,,0.0,0,,RPPOMLRLLHMFFCQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¦è¦w§ø20¾F¦w©M¸ô31~60¸¹,23.49,¦í,,,1060306,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850517,133.47,3,1,2,¦³,¦³,2500000,18731,,0.0,0,,RPQNMLSLLHMFFCQ96CA
¥Á¶¯¶m,¤g¦a,¥Á¤u¬q391~420¦a¸¹,79.0,¦í,,,1060306,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1800000,22785,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVNMLSLLHMFFCQ47CA
·s´ä¶m,¤g¦a,¤j¼æ¬qºë©¾¤p¬q451~480¦a¸¹,232.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060313,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2919488,12584,,0.0,0,,RPWNMLSLLHMFFCQ57CA
·s´ä¶m,¤g¦a,¤¤¬v¤l¬q901~930¦a¸¹,2880.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4800000,1667,,0.0,0,,RPXNMLSLLHMFFCQ67CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mºÖ¼Ö§ø°ñ¨¤211~240¸¹,70.57,°Ó,,,1060101,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0670815,88.28,6,2,3,¦³,µL,10400000,117807,,0.0,0,§t¥¼µn°O«Øª«¡C,RPUNMLSKMHMFFCQ37CA
¤jªLÂí,¤g¦a,¤j®H¬ü¬q¤j¬ü¤p¬q31~60¦a¸¹,6010.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,1060309,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,48765140,8114,,0.0,0,,RPSNMLTKMHMFFCQ27CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m°ñ¨¤61~90¸¹,96.15,¦í,,,1051231,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050817,208.07,4,2,5,¦³,µL,7900000,37968,,0.0,0,¤£°Ê²£¤§¦@¦³¤H¼Æ¬°¢±¤H,RPQNMLOKMHMFFCQ56CA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m©M¬ü§ø¤¤¤s¸ô¤­¬q732«Ñ1~30¸¹,90.26,¦í,,,1060222,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830811,186.56,4,2,3,¦³,µL,6300000,33769,,0.0,0,,RPTNMLTLLHMFFDQ47CA
³À¯ó¶m,¤g¦a,°¨¸Y«á¬qÂ×¸Y¤p¬q91~120¦a¸¹,19167.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,1060310,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,229043029,11950,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPXNMLTLLHMFFDQ87CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¬h·s§ø¬h¤lªL871~900¸¹,131.62,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060223,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050718,158.82,4,2,3,¦³,µL,5750000,36205,,0.0,0,,RPOOMLTLLHMFFDQ07CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mÂùºÖ§ø°ñ¨¤61~90¸¹,107.38,¦í,,,1060304,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821215,210.77,4,1,3,¦³,¦³,3560000,16890,,0.0,0,,RPPNMLLKMHMFFCQ78CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«¦w¤¯¨½²»©M¤@¸ôªF¬q42«Ñ1~30¸¹,11.45,¦í,,,1060311,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930803,29.9,1,0,1,¦³,µL,600000,20067,,0.0,0,,RPUNMLSLLHMFFDQ47CA
¤ô¤W¶m,¤g¦a,¤jÔ³§À¬q¦¿¦Ë¤p¬q1~30¦a¸¹,4824.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060316,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8200800,1700,,0.0,0,,RPRNMLSLLHMFFDQ17CA
¤ô¤W¶m,¤g¦a,¼e¤h¬q1021~1050¦a¸¹,13.66,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060315,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,95000,6955,,0.0,0,,RPPNMLLKMHMFFDQ88CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤ô¤W§øµØªLµó30«Ñ1~30¸¹,135.68,¦í,,,1060316,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051014,206.87,5,2,5,¦³,µL,8100000,39155,,0.0,0,,RPTNMLMKMHMFFDQ76CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¬hªL§ø¬h¤lªL31~60¸¹,100.21,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060219,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950512,165.52,3,2,3,¦³,µL,5450000,32927,,0.0,0,,RPWNMLPJMHMFFDQ27CA
¤jªLÂí,¤g¦a,·s¤j®H¬ü¬q1621~1650¦a¸¹,573.08,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2500000,4362,,0.0,0,,RPPNMLLMLHMFFCQ88CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¿³«n§øÀY¾ô121~150¸¹,292.62,¹A,,,1060107,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821106,151.84,4,2,3,¦³,µL,6800000,44784,,0.0,0,1.­ô­ô·A·A»P§Ì·@¶¡¤§¶R½æ¡C,RPXNMLKMLHMFFCQ96CA
¤jªLÂí,¤g¦a,¤j®H¬ü¬q¤j¬ü¤p¬q151~180¦a¸¹,811.12,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060311,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,564300,696,,0.0,0,¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPQOMLRLLHMFFCQ96CA
ªF¥Û¶m,¤g¦a,¤UçrªQ¬qçrªQ¤p¬q391~420¦a¸¹,101.07,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060315,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,2968,,0.0,0,,RPVNMLOKMHMFFBQ96CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¥­©M¨½18¾F®ü³q¸ô1~30¸¹,87.0,¦í,,,1060309,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0610705,85.44,3,2,2,¦³,µL,3200000,37453,,0.0,0,,RPPNMLQKMHMFFBQ56CA
¤»¸}¶m,¤g¦a,¤»¸}¬q¤»«n¤p¬q91~120¦a¸¹,4777.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060322,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4777000,1000,,0.0,0,,RPPNMLSJMHMFFBQ66CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¤¿³¸ô61~90¸¹,12.09,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850815,139.52,3,2,2,¦³,µL,3200000,22936,,0.0,0,,RPPNMLLKMHMFFBQ68CA
¤ô¤W¶m,¤g¦a,¤ôªF¬q331~360¦a¸¹,33.27,¨ä¥L,,,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,898413,27004,,0.0,0,,RPPOMLLMLHMFFDQ56DA
¤Ó«O¥«,¤g¦a,­XÐ¤Žñ¬q¬K¯]¤p¬q1111~1140¦a¸¹,2182.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060225,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3280000,1503,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLSJMHMFFDQ96DA
ªF¥Û¶m,¤g¦a,¤Ù¤lÀY·s¬q331~360¦a¸¹,499.94,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1199856,2400,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLOKMHMFFBQ66DA
¤¤®H¶m,¤g¦a,¤ý·Ý¬q631~660¦a¸¹,3000.5,¹A,,,1060302,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8714000,2904,,0.0,0,,RPOOMLOLMHMFFDQ66CA
¦Ë±T¶m,¤g¦a,¯uªZ¬q301~330¦a¸¹,4.84,¦í,,,1060315,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,219600,45372,,0.0,0,,RPPNMLRLLHMFFEQ96CA
¦Ë±T¶m,¤g¦a,½v­í¼d¬q211~240¦a¸¹,1005.25,,´ËªL°Ï,¹Aªª¥Î¦a,1060315,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,160000,159,,0.0,0,,RPPNMLSLLHMFFEQ07CA
¦Ë±T¶m,¤g¦a,·à¤lÀY¬q151~180¦a¸¹,5756.18,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060303,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2200000,382,,0.0,0,,RPPNMLTLLHMFFEQ17CA
±ö¤s¶m,¤g¦a,¹L¤s¬q¹L¤s¤p¬q1~30¦a¸¹,16243.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,1060309,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,132055590,8130,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLKMLHMFFEQ98CA
¦Ë±T¶m,¤g¦a,µf¤l¼æ¬q181~210¦a¸¹,1169.0,,¤s©Y¦a«O¨|°Ï,¤ô§Q¥Î¦a,1060315,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,700000,599,,0.0,0,,RPSNMLPJMHMFFEQ96CA
¥¬³UÂí,¤g¦a,¹Å¶ó¬q1051~1080¦a¸¹,64.84,,¯S©w±M¥Î°Ï,¥æ³q¥Î¦a,1060323,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,77808,1200,,0.0,0,¨óÄ³»ùÁÊ,RPQNMLTLLHMFFBQ07DA
¤Ó«O¥«,¤g¦a,¥Ð§À¬q¥Ð§À¤p¬q541~570¦a¸¹,2611.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060218,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5300000,2030,,0.0,0,,RPUOMLTKMHMFFDQ67CA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¤T©M¨½ªL¤l«e61~90¸¹,92.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0701105,99.02,4,2,3,¦³,µL,2680000,27065,,0.0,0,,RPPNMLTLLHMFFCQ17EA
