¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¦è²±µó181~210¸¹,16.57,¦í,,,1060224,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0890717,149.64,3,2,2,¦³,¦³,12000000,80192,©Y¹D¥­­±,39.33,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWQMLOLLHMFFBF88CA
Åaºq°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Åaºq°Ï¥Ã¦Nµó46«Ñ59§Ë1~30¸¹,26.11,¦í,,,1060313,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,,33.6,3,2,2,¦³,µL,1600000,47619,,0.0,0,¿Ë¤Í¶¡¥æ©ö¡A¶È²¾Âà1/3«ù¤À,RPPNMLRLLHMFFIF09EA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤j¦P«n¸ô85«Ñ1~30¸¹,44.2,¦í,,,1040824,¤g¦a4«Øª«2¨®¦ì0,¤T¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680810,93.0,2,1,1,¦³,µL,7000000,75269,,0.0,0,¿Ëµ¥¶R½æ¡C,RPRNMLTKMHMFFGF66EA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤¯·Rµó53«Ñ1~30¸¹,16.01,¦í,,,1060308,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730915,42.54,3,2,2,¦³,µL,7800000,183357,,0.0,0,¿Ë¤Í¶¡¥æ©ö,RPXOMLTLLHMFFGF37EA
Åaºq°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«Åaºq°Ï°ê¤¤µó1~30¸¹,21.36,¦í,,,1060214,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870709,141.51999999999998,3,2,2,¦³,¦³,6200000,43810,©Y¹D¥­­±,33.84,0,,RPROMLNLLHMFFIF88DA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï¤¤µØ¸ô121~150¸¹,13.31,¦í,,,1060214,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820120,111.09,3,2,2,¦³,¦³,8800000,79215,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPSOMLNLLHMFFIF98DA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï¥úºaµó31~60¸¹,18.17,¦í,,,1060304,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850706,103.81,3,2,2,¦³,µL,6100000,58756,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPVOMLRLLHMFFIF07DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¤¤¤s¸ô¤T¬q114«Ñ1~30¸¹,30.47,¤u,,,1060308,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¤u·~¥Î,¿ûµ¬²V¾®¤g³y,0860719,168.25,4,2,2,¦³,µL,2220000,13195,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSQMLLLMHMFFHF98DA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï´_¿³¸ô390«Ñ1~30¸¹,10.75,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820616,68.25,2,1,1,¦³,¦³,5500000,80586,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLTLLHMFFIF56DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¨q®pµó91~120¸¹,25.64,¦í,,,1060307,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0661212,84.1,3,1,1,¦³,µL,3481100,41392,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLOLLHMFFHF09DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï©M¥­µó2«Ñ5§Ë1~30¸¹,30.23,¦í,,,1060219,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720509,87.85,3,2,1,¦³,µL,8300000,94479,,0.0,0,,RPPPMLOLLHMFFHF78DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï¥Á¼Ö¸ô1~30¸¹,10.74,°Ó,,,1060205,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941125,140.36,3,2,2,¦³,¦³,16680000,125192,©Y¹D¥­­±,23.1,2000000,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTQMLOLLHMFFHF66DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¥Á§Qµó68«Ñ5§Ë1~30¸¹,16.26,¦í,,,1060219,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941020,81.12,2,2,1,¦³,¦³,8500000,104783,,0.0,0,,RPVQMLOLLHMFFHF86DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¤¤¥¿¸ô751«Ñ3§Ë1~30¸¹,16.48,¦í,,,1051114,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840826,113.68,3,2,2,¦³,¦³,11000000,96763,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«,RPXQMLOLLHMFFHF07DA
¤¤©M°Ï,¨®¦ì,·s¥_¥«¤¤©M°Ï¥Á§Qµó68«Ñ5§Ë1~30¸¹,0.81,¦í,,,1060219,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,26.37,0,0,0,¦³,¦³,1780000,,©Y¹D¥­­±,26.37,1780000,,RPORMLOLLHMFFHF88DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï©¾§µµó31~60¸¹,14.16,¦í,,,1060228,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0981214,136.16,3,2,2,¦³,¦³,14450000,107411,©Y¹D¥­­±,20.25,2000000,§t¼W«Ø©Î¥¼µn°O«Øª«,RPTRMLOLLHMFFHF76DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï´º¥­¸ô241«Ñ64§Ë1~30¸¹,31.33,¦í,,,1060223,¤g¦a2«Øª«1¨®¦ì0,¤­¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1020527,100.74000000000001,0,2,2,¦³,µL,13600000,135001,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPROMLRLLHMFFHF56DA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,39.27,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,904500,23033,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300019,RPTPMLRLMHMFFAF98EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,119.33,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10900,91,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300020,RPUPMLRLMHMFFAF09EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,39.27,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2959600,75365,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300023,RPWPMLRLMHMFFAF66EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,67.06,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6577000,98076,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300022,RPXPMLRLMHMFFAF76EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,6.1,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,195800,32098,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300024,RPOQMLRLMHMFFAF58EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,7.68,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,896100,116680,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300025,RPPQMLRLMHMFFAF68EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,62.18,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1191000,19154,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300034,RPQQMLRLMHMFFAF78EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,122.85,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5324700,43343,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300036,RPRQMLRLMHMFFAF88EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,85.87,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,471100,5486,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300037,RPSQMLRLMHMFFAF98EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,32.74,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,570700,17431,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300044,RPTQMLRLMHMFFAF09EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,22.4,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6195800,276598,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300046,RPUQMLRLMHMFFAF56EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,22.33,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5813300,260336,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300048,RPVQMLRLMHMFFAF66EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,89.97,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2125200,23621,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300049,RPWQMLRLMHMFFAF76EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,100.66,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3743600,37191,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300050,RPXQMLRLMHMFFAF86EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,19.67,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6258400,318170,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300052,RPORMLRLMHMFFAF68EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,28.43,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,933600,32839,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300053,RPPRMLRLMHMFFAF78EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,11.63,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5109200,439312,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300054,RPQRMLRLMHMFFAF88EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,333.08,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4530900,13603,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300058,RPRRMLRLMHMFFAF98EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,45.59,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,408400,8958,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300059,RPSRMLRLMHMFFAF09EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,12.06,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,100600,8342,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300060,RPTRMLRLMHMFFAF56EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,24.7,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,274900,11130,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300061,RPURMLRLMHMFFAF66EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,100.95,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12117800,120038,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300063,RPVRMLRLMHMFFAF76EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,100.95,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11946700,118343,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300064,RPWRMLRLMHMFFAF86EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,47.46,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1471800,31011,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C¦a¥D¸É¶K«Ø°Ó¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300066,RPXRMLRLMHMFFAF96EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,165.72,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10283900,62056,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300067,RPOSMLRLMHMFFAF78EA
¤g«°°Ï,¤g¦a,¦w©M¬q811~840¦a¸¹,122.99,¦í,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1354500,11013,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C«Ø°Ó¸É¶K¦a¥D¡CºM¾P­ì¥Ó³ø®Ñ§Ç¸¹A1FA10603300069,RPPSMLRLMHMFFAF88EA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï³Ó§Qµó10«Ñ1~30¸¹,119.52,¤u,,,1051201,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0691209,265.62,0,0,0,µL,¦³,16500000,,,0.0,0,,RPRPMLNLLHMFFAF28EA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤¤¤s¸ô¤G¬q89«Ñ31~60¸¹,97.0,¦í,,,1050801,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0610831,176.4,5,3,3,¦³,µL,16000000,90703,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPOMLSLLHMFFAF48EA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤¤¤s¸ô¤G¬q89«Ñ31~60¸¹,14.75,¦í,,,1050801,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0651019,52.25,1,1,1,¦³,µL,2600000,49761,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,SPPOMLSLLHMFFAF58EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,108.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060117,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,345600,3200,,0.0,0,,RPPNMLOLLHMFFFF48EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,199.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060116,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,716400,3600,,0.0,0,,RPQNMLOLLHMFFFF58EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,75.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060123,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,240000,3200,,0.0,0,,RPRNMLOLLHMFFFF68EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,136.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060116,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,435200,3200,,0.0,0,,RPSNMLOLLHMFFFF78EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,124.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060116,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,396800,3200,,0.0,0,,RPVNMLOLLHMFFFF09EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,227.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060119,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,726400,3200,,0.0,0,,RPWNMLOLLHMFFFF56EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,92.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060116,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,294400,3200,,0.0,0,,RPROMLOLLHMFFFF78EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,176.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060124,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,598400,3400,,0.0,0,,RPRNMLRLLHMFFFF98EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,43.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060124,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,137600,3200,,0.0,0,,RPOOMLOLLHMFFFF48EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q31~60¦a¸¹,120.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060116,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,384000,3200,,0.0,0,,RPPNMLSLLHMFFFF88EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,55.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060215,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,176000,3200,,0.0,0,,RPPPMLRLLHMFFFF98EA
·çªÚ°Ï,¤g¦a,ª÷¥Ê¥Û¬q1~30¦a¸¹,170.0,,¯S©w±M¥Î°Ï,¯S©w¥Øªº¨Æ·~¥Î¦a,1060116,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,578000,3400,,0.0,0,,RPSNMLSLLHMFFFF56EA
